,Client,Municipal Decision,Subject,Position,Narrative,City Official
404,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Larry Reid, Council Member, District 7"
405,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Loren Taylor, Council Member, District 6"
406,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Sheng Thao, Council Member, District 4"
407,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Libby Schaaf, Mayor"
408,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Ces Butner, Board of Port"
409,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Andreas Cluver, Board of Port"
410,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Barbara Leslie, Board of Port"
411,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Michael Colbruno, Board of Port"
412,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"YuiHay Lee, Board of Port"
413,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Joan Story, Board of Port"
414,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"City Council - Chief of Staff, Council District 1"
415,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"City Council - Chief of Staff, Council District 2"
416,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"City Council - Chief of Staff, Council District 3"
417,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"City Council - Chief of Staff, Council Member At Large"
418,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,City Administrator's Office - City Administrator
419,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,Office of the Mayor - Chief of Staff
420,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,City Administrator's Office - Deputy City Administrator
421,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Nikki Fortunato Bas, Council Member, District 2"
422,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Noel Gallo, Council Member, District 5"
423,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Lynette Gibson McElhaney, Council Member, District 3"
424,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Dan Kalb, Council Member, District 1"
425,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Rebecca Kaplan, Council Member, At-Large"
426,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Larry Reid, Council Member, District 7"
427,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Libby Schaaf, Mayor"
428,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Loren Taylor, Council Member, District 6"
429,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"Sheng Thao, Council Member, District 4"
430,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects
431,Colin Kelly,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Discussion of Oakland A's proposal for a commercial real estate development at Howard Terminal and purchase of Coliseum complex property.,"City Council - Chief of Staff, Council Member At Large"
432,Kiva Confections,"Other Permits, Administrative Decisions",Cannabis regulation/taxation,Policy development,"Resolve issues regarding Oakland cannabis taxes, inspections, and issues with a problematic landlord exploiting equity applicants","Rebecca Kaplan, Council Member, At-Large"
433,Kiva Confections,"Other Permits, Administrative Decisions",Cannabis regulation/taxation,Policy development,"Resolve issues regarding Oakland cannabis taxes, inspections, and issues with a problematic landlord exploiting equity applicants","Sheng Thao, Council Member, District 4"
434,Kiva Confections,"Other Permits, Administrative Decisions",Cannabis regulation/taxation,Informational meeting,"Resolve issues regarding Oakland cannabis taxes, inspections, and issues with a problematic landlord exploiting equity applicants",City Administrator's Office - Assistant to the City Administrator
435,Kiva Confections,"Other Permits, Administrative Decisions",Cannabis regulation/taxation,Informational meeting,"Resolve issues regarding Oakland cannabis taxes, inspections, and issues with a problematic landlord exploiting equity applicants",City Administrator's Office - City Administrator Analyst
436,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Support,Obtain ENA and ODA for recycling development at former Oakland Army Base,"City Council - Policy Director, Council Member At Large"
437,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Inform and educate Councilmembers and staff about protocols to be deployed at terminal once permits for development are granted,"City Council - Policy Director, Council Member At Large"
438,Jobs and Housing Coalition,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,"Encourage job growth, residential and commercial development, and investment in Oakland. Encourage budget transparency, public safety and the provision of core City services.","City Council - Policy Director, Council Member At Large"
439,Oakland Automobile Dealers Coalition,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,"Business Tax restructuring - secure Auto Dealers business tax category not changed to manufacturing, but instead included in the Retail category.","City Council - Policy Director, Council Member At Large"
