,Client,Municipal Decision,Subject,Position,Narrative,office_name,official_name
440,"Neutron Holdings, Inc. dba Lime",Information only,Transportation,Informational meeting,Dockless Scooter Share Program and permit terms and conditions discussion.,Department of Transportation - Transportation Planner,
441,"Neutron Holdings, Inc. dba Lime",Information only,Transportation,Informational meeting,Dockless Scooter Share Program and permit terms and conditions discussion.,Sr (Field),Planning & Building Department - Construction Inspector
442,"Neutron Holdings, Inc. dba Lime",Information only,Transportation,Informational meeting,Dockless Scooter Share Program and permit terms and conditions discussion.,Council Member At Large,City Council - Chief of Staff
443,"Neutron Holdings, Inc. dba Lime",Information only,Transportation,Informational meeting,Dockless Scooter Share Program and permit terms and conditions discussion.,Office of the Mayor - Policy Director of Mobility and Inter Agency Relations,
444,"Neutron Holdings, Inc. dba Lime",Information only,Transportation,Informational meeting,Dockless Scooter Share Program and permit terms and conditions discussion.,Department of Transportation - Director of Transportation,
445,"Neutron Holdings, Inc. dba Lime","Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Formal Opposition from City of Oakland on AB 1286.,Department of Transportation - Transportation Planner,
446,"Neutron Holdings, Inc. dba Lime","Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Formal Opposition from City of Oakland on AB 1286.,Department of Transportation - Director of Transportation,
447,"Neutron Holdings, Inc. dba Lime","Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Formal Opposition from City of Oakland on AB 1286.,Office of the Mayor - Policy Director of Mobility and Inter Agency Relations,
448,"Neutron Holdings, Inc. dba Lime","Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Formal Opposition from City of Oakland on AB 1286.,Council Member At Large,City Council - Chief of Staff
449,"Neutron Holdings, Inc. dba Lime","Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Formal Opposition from City of Oakland on AB 1286.,"Council Member, At-Large",Rebecca Kaplan
450,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Policy development,Policy development and informational briefings to place a progressive business tax structure on the 2022 ballot.,"Council Member, District 2",Nikki Fortunato Bas
451,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Policy development,Policy development and informational briefings to place a progressive business tax structure on the 2022 ballot.,"Council Member, District 3",Lynette Gibson McElhaney
452,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Policy development,Policy development and informational briefings to place a progressive business tax structure on the 2022 ballot.,"Council Member, District 5",Noel Gallo
453,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Policy development,Policy development and informational briefings to place a progressive business tax structure on the 2022 ballot.,"Council Member, District 6",Loren Taylor
454,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Policy development,Policy development and informational briefings to place a progressive business tax structure on the 2022 ballot.,"Council Member, District 3",Lynette Gibson McElhaney
455,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Policy development,Policy development and informational briefings to place a progressive business tax structure on the 2022 ballot.,"Council Member, District 7",Larry Reid
456,Oakland Metropolitan Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter",Other,Informational meeting,Informational briefing on history of proposed rider tax on TNC users.,"Council Member, District 6",Loren Taylor
457,Off the Grid,Information only,Airport,Informational meeting,Interest in working with Mayor and Airport on partnership project to support airport employees. Inquiring to identify appropriate Airport contact.,Office of the Mayor - Chief of Staff,
458,Ryan  Bissett,"Other Permits, Administrative Decisions",Planning and Building Permits,Support,"Contact with Zoning Manager, Development Director and Staff Planner to clarify project description and compliance with zoning regulations and general plan policies, goals and objectives.",Zoning,Planning & Building Department - Supervisor
459,Pacific Charter School Development,"Land Use (Permit, Zoning, Study)",Education,Support,Seeking final approvals to occupy new K-12 educational campus in East Oakland.,"Council Member, District 7",Larry Reid
460,Pacific Charter School Development,"Land Use (Permit, Zoning, Study)",Education,Support,Seeking final approvals to occupy new K-12 educational campus in East Oakland.,City Planning Commission,Tom Limon
461,Pacific Charter School Development,"Land Use (Permit, Zoning, Study)",Education,Support,Seeking final approvals to occupy new K-12 educational campus in East Oakland.,Planning & Building Department - Director of Planning & Building,
462,Argent Materials,"Other Permits, Administrative Decisions",Economic Development,Informational meeting,Support for approval to repave at own cost the street in front of Argent's East Oakland operations.,Public Works Agency,Oakland Public Works - Assistant Director
463,Argent Materials,"Other Permits, Administrative Decisions",Economic Development,Informational meeting,Preserve job-creating industrial land use in appropriate areas,"Council Member, District 7",Larry Reid
464,Verizon,"Other Permits, Administrative Decisions",Technology,Support,Finalize agreement and ensure swift approvals to build equity-driven broadband infrastructure in Oakland.,Mayor,Libby Schaaf
465,Verizon,"Other Permits, Administrative Decisions",Technology,Informational meeting,Finalize agreement and ensure swift approvals to build equity-driven broadband infrastructure in Oakland.,"Council Member, District 3",Lynette Gibson McElhaney
466,Verizon,"Other Permits, Administrative Decisions",Technology,Support,Finalize agreement and ensure swift approvals to build equity-driven broadband infrastructure in Oakland.,Public Works Agency,Oakland Public Works - Assistant Director
467,Education for Change Public Schools,"Land Use (Permit, Zoning, Study)",Education,Support,Support for various approvals to re-occupy long-term educational site in the Fruitvale.,"Council Member, District 5",Noel Gallo
468,Education for Change Public Schools,"Land Use (Permit, Zoning, Study)",Education,Support,Support for various approvals to re-occupy long-term educational site in the Fruitvale.,Mayor,Libby Schaaf
469,Education for Change Public Schools,"Land Use (Permit, Zoning, Study)",Education,Support,Support for various approvals to re-occupy long-term educational site in the Fruitvale.,City Planning Commission,Tom Limon
470,Education for Change Public Schools,"Land Use (Permit, Zoning, Study)",Education,Support,Support for various approvals to re-occupy long-term educational site in the Fruitvale.,Planning & Building Department - Director of Planning & Building,
471,Education for Change Public Schools,"Land Use (Permit, Zoning, Study)",Education,Support,Support for various approvals to re-occupy long-term educational site in the Fruitvale.,City Planning Commission,Tom Limon
472,Education for Change Public Schools,"Land Use (Permit, Zoning, Study)",Education,Support,Support for various approvals to re-occupy long-term educational site in the Fruitvale.,Planning & Building Department - Director of Planning & Building,
473,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site.,City Planning Commission,Sahar Shirazi
474,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site.,City Planning Commission,Clark Manus
475,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site.,City Planning Commission,Clark Manus
476,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site.,City Planning Commission,Tom Limon
477,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal; support acquisition of the Coliseum site.,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission,
